               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  63,            0.019756,            0.010478,            0.024632,             0.72952,             0.41864,               0.537,             0.44729,            0.025647,            0.020979,            0.022183,            0.007954,            0.007954,            0.007954
                  64,            0.018891,            0.010134,            0.023727,              0.8318,             0.58025,             0.68364,             0.56464,            0.024981,            0.012923,            0.014935,            0.007921,            0.007921,            0.007921
                  65,            0.019299,            0.010715,            0.024253,             0.79219,             0.54135,             0.61719,             0.52356,            0.023609,            0.014639,            0.029709,            0.007888,            0.007888,            0.007888
                  66,            0.018729,            0.010551,            0.021845,             0.74778,             0.57141,              0.6403,             0.54594,            0.023927,            0.013443,            0.015459,            0.007855,            0.007855,            0.007855
                  67,            0.018874,            0.010475,            0.022792,             0.79456,             0.61198,              0.6765,             0.56964,            0.022214,            0.012292,            0.023879,            0.007822,            0.007822,            0.007822
                  68,            0.018116,            0.010249,            0.023815,             0.74417,             0.56541,             0.62432,             0.53514,            0.022832,            0.011855,            0.026536,            0.007789,            0.007789,            0.007789
                  69,            0.018654,            0.010053,             0.02263,             0.89042,             0.59547,             0.71043,             0.60212,            0.022225,            0.012708,            0.028423,            0.007756,            0.007756,            0.007756
                  70,            0.019522,            0.010508,            0.022614,             0.77446,             0.62866,             0.70009,             0.58849,              0.0239,             0.01251,            0.018258,            0.007723,            0.007723,            0.007723
                  71,            0.018267,           0.0097474,            0.023067,             0.85711,             0.54204,              0.6616,             0.56512,            0.023447,            0.015089,            0.013569,             0.00769,             0.00769,             0.00769
                  72,            0.017879,            0.010509,            0.022902,             0.80839,             0.62016,             0.67484,             0.57781,            0.023365,            0.011302,              0.0179,            0.007657,            0.007657,            0.007657
